cue target 1930, cosine similarity=0.09
care give 1960, cosine similarity=0.20
care give 1970, cosine similarity=0.18
care give 1980, cosine similarity=0.17

care kind 1930, cosine similarity=0.06
care kind 1940, cosine similarity=0.10
care kind 1950, cosine similarity=0.12
care kind 1960, cosine similarity=0.17
care kind 1970, cosine similarity=0.13
care kind 1980, cosine similarity=0.15

care like 1930, cosine similarity=0.07
care like 1940, cosine similarity=0.11
care like 1950, cosine similarity=0.11
care like 1960, cosine similarity=0.09
care like 1970, cosine similarity=0.10
care like 1980, cosine similarity=0.03

care nurse 1930, cosine similarity=0.33
care nurse 1940, cosine similarity=0.32
care nurse 1950, cosine similarity=0.28
care nurse 1960, cosine similarity=0.33
care nurse 1970, cosine similarity=0.37
care nurse 1980, cosine similarity=0.34

care unit 1930, cosine similarity=0.04
care unit 1940, cosine similarity=0.00
care unit 1950, cosine similarity=-0.01
care unit 1960, cosine similarity=0.15
care unit 1970, cosine similarity=0.21
care unit 1980, cosine similarity=0.19

care aid 1930, cosine similarity=0.19
care aid 1940, cosine similarity=0.13
care aid 1950, cosine similarity=0.16
care aid 1960, cosine similarity=0.14
care aid 1970, cosine similarity=0.10
care aid 1980, cosine similarity=0.09

care elderly 1930, cosine similarity=0.14
care elderly 1940, cosine similarity=0.16
care elderly 1950, cosine similarity=0.25
care elderly 1960, cosine similarity=0.32
care elderly 1970, cosine similarity=0.35
care elderly 1980, cosine similarity=0.38

care for 1930, cosine similarity=0.12
care for 1940, cosine similarity=0.10
care for 1950, cosine similarity=0.17
care for 1960, cosine similarity=0.22
care for 1970, cosine similarity=0.13
care for 1980, cosine similarity=0.11

care hate 1930, cosine similarity=0.12
care hate 1940, cosine similarity=0.07
care hate 1950, cosine similarity=0.12
care hate 1960, cosine similarity=0.13
care hate 1970, cosine similarity=0.06
care hate 1980, cosine similarity=0.12

care hospital 1930, cosine similarity=0.28
care hospital 1940, cosine similarity=0.33
care hospital 1950, cosine similarity=0.36
care hospital 1960, cosine similarity=0.28
care hospital 1970, cosine similarity=0.37
care hospital 1980, cosine similarity=0.33

care sick 1930, cosine similarity=0.40
care sick 1940, cosine similarity=0.38
care sick 1950, cosine similarity=0.39
care sick 1960, cosine similarity=0.38
care sick 1970, cosine similarity=0.35
care sick 1980, cosine similarity=0.35

care baby 1930, cosine similarity=0.32
care baby 1940, cosine similarity=0.33
care baby 1950, cosine similarity=0.30
care baby 1960, cosine similarity=0.30
care baby 1970, cosine similarity=0.29
care baby 1980, cosine similarity=0.28

care caretaker 1930, cosine similarity=0.00
care caretaker 1940, cosine similarity=0.00
care caretaker 1950, cosine similarity=0.13
care caretaker 1960, cosine similarity=0.05
care caretaker 1970, cosine similarity=0.13
care caretaker 1980, cosine similarity=0.17

care neglect 1930, cosine similarity=0.23
care neglect 1940, cosine similarity=0.24
care neglect 1950, cosine similarity=0.22
care neglect 1960, cosine similarity=0.24
care neglect 1970, cosine similarity=0.26
care neglect 1980, cosine similarity=0.25

care sweet 1930, cosine similarity=-0.01
care sweet 1940, cosine similarity=-0.01
care sweet 1950, cosine similarity=-0.05
care sweet 1960, cosine similarity=-0.00
care sweet 1970, cosine similarity=-0.02
care sweet 1980, cosine similarity=0.01

career job 1930, cosine similarity=0.12
career job 1940, cosine similarity=0.25
career job 1950, cosine similarity=0.24
career job 1960, cosine similarity=0.18
career job 1970, cosine similarity=0.29
career job 1980, cosine similarity=0.32

career money 1930, cosine similarity=0.02
career money 1940, cosine similarity=-0.03
career money 1950, cosine similarity=-0.03
career money 1960, cosine similarity=-0.02
career money 1970, cosine similarity=0.02
career money 1980, cosine similarity=0.06

career woman 1930, cosine similarity=0.10
career woman 1940, cosine similarity=0.16
career woman 1950, cosine similarity=0.15
career woman 1960, cosine similarity=0.09
career woman 1970, cosine similarity=0.20
career woman 1980, cosine similarity=0.18

career college 1930, cosine similarity=0.18
career college 1940, cosine similarity=0.16
career college 1950, cosine similarity=0.20
career college 1960, cosine similarity=0.19
career college 1970, cosine similarity=0.18
career college 1980, cosine similarity=0.18

career work 1930, cosine similarity=0.24
career work 1940, cosine similarity=0.23
career work 1950, cosine similarity=0.17
career work 1960, cosine similarity=0.26
career work 1970, cosine similarity=0.29
career work 1980, cosine similarity=0.25

career goal 1930, cosine similarity=0.15
career goal 1940, cosine similarity=0.18
career goal 1950, cosine similarity=0.12
career goal 1960, cosine similarity=0.18
career goal 1970, cosine similarity=0.20
career goal 1980, cosine similarity=0.16

career school 1930, cosine similarity=0.18
career school 1940, cosine similarity=0.17
career school 1950, cosine similarity=0.16
career school 1960, cosine similarity=0.20
career school 1970, cosine similarity=0.24
career school 1980, cosine similarity=0.23

career life 1930, cosine similarity=0.37
career life 1940, cosine similarity=0.28
career life 1950, cosine similarity=0.30
career life 1960, cosine similarity=0.34
career life 1970, cosine similarity=0.34
career life 1980, cosine similarity=0.33

career occupation 1930, cosine similarity=0.21
career occupation 1940, cosine similarity=0.23
career occupation 1950, cosine similarity=0.24
career occupation 1960, cosine similarity=0.22
career occupation 1970, cosine similarity=0.20
career occupation 1980, cosine similarity=0.16

career profession 1930, cosine similarity=0.43
career profession 1940, cosine similarity=0.40
career profession 1950, cosine similarity=0.43
career profession 1960, cosine similarity=0.37
career profession 1970, cosine similarity=0.42
career profession 1980, cosine similarity=0.37

career psychology 1930, cosine similarity=0.01
career psychology 1940, cosine similarity=0.06
career psychology 1950, cosine similarity=0.17
career psychology 1960, cosine similarity=0.09
career psychology 1970, cosine similarity=0.05
career psychology 1980, cosine similarity=0.08

career study 1930, cosine similarity=0.14
career study 1940, cosine similarity=0.10
career study 1950, cosine similarity=0.17
career study 1960, cosine similarity=0.23
career study 1970, cosine similarity=0.17
career study 1980, cosine similarity=0.12

careful cautious 1930, cosine similarity=0.37
careful cautious 1940, cosine similarity=0.42
careful cautious 1950, cosine similarity=0.44
careful cautious 1960, cosine similarity=0.43
careful cautious 1970, cosine similarity=0.41
careful cautious 1980, cosine similarity=0.45

careful careless 1930, cosine similarity=0.13
careful careless 1940, cosine similarity=0.12
careful careless 1950, cosine similarity=0.15
careful careless 1960, cosine similarity=0.20
careful careless 1970, cosine similarity=0.15
careful careless 1980, cosine similarity=0.12

careful safe 1930, cosine similarity=0.06
careful safe 1940, cosine similarity=0.06
careful safe 1950, cosine similarity=0.09
careful safe 1960, cosine similarity=0.10
careful safe 1970, cosine similarity=0.13
careful safe 1980, cosine similarity=0.10

careful easy 1930, cosine similarity=0.18
careful easy 1940, cosine similarity=0.20
careful easy 1950, cosine similarity=0.13
careful easy 1960, cosine similarity=0.18
careful easy 1970, cosine similarity=0.19
careful easy 1980, cosine similarity=0.22

careful delicate 1930, cosine similarity=0.18
careful delicate 1940, cosine similarity=0.16
careful delicate 1950, cosine similarity=0.17
careful delicate 1960, cosine similarity=0.20
careful delicate 1970, cosine similarity=0.22
careful delicate 1980, cosine similarity=0.26

careful driving 1930, cosine similarity=-0.08
careful driving 1940, cosine similarity=-0.06
careful driving 1950, cosine similarity=-0.14
careful driving 1960, cosine similarity=-0.09
careful driving 1970, cosine similarity=-0.00
careful driving 1980, cosine similarity=0.02

careful watchful 1930, cosine similarity=0.19
careful watchful 1940, cosine similarity=0.26
careful watchful 1950, cosine similarity=0.19
careful watchful 1960, cosine similarity=0.29
careful watchful 1970, cosine similarity=0.23
careful watchful 1980, cosine similarity=0.25

careful baby 1930, cosine similarity=0.09
careful baby 1940, cosine similarity=0.06
careful baby 1950, cosine similarity=0.07
careful baby 1960, cosine similarity=0.12
careful baby 1970, cosine similarity=0.13
careful baby 1980, cosine similarity=0.08

careful be 1930, cosine similarity=0.12
careful be 1940, cosine similarity=0.19
careful be 1950, cosine similarity=0.17
careful be 1960, cosine similarity=0.16
careful be 1970, cosine similarity=0.25
careful be 1980, cosine similarity=0.23

careful dangerous 1930, cosine similarity=0.11
careful dangerous 1940, cosine similarity=0.09
careful dangerous 1950, cosine similarity=0.06
careful dangerous 1960, cosine similarity=0.13
careful dangerous 1970, cosine similarity=0.15
careful dangerous 1980, cosine similarity=0.14

careful fall 1930, cosine similarity=0.03
careful fall 1940, cosine similarity=0.01
careful fall 1950, cosine similarity=-0.02
careful fall 1960, cosine similarity=0.01
careful fall 1970, cosine similarity=0.03
careful fall 1980, cosine similarity=0.02

careful meticulous 1930, cosine similarity=0.18
careful meticulous 1940, cosine similarity=0.22
careful meticulous 1950, cosine similarity=0.24
careful meticulous 1960, cosine similarity=0.27
careful meticulous 1970, cosine similarity=0.30
careful meticulous 1980, cosine similarity=0.31

careful secure 1930, cosine similarity=0.12
careful secure 1940, cosine similarity=0.07
careful secure 1950, cosine similarity=0.16
careful secure 1960, cosine similarity=0.11
careful secure 1970, cosine similarity=0.10
careful secure 1980, cosine similarity=-0.02

careful sly 1930, cosine similarity=0.02
careful sly 1940, cosine similarity=0.04
careful sly 1950, cosine similarity=0.09
careful sly 1960, cosine similarity=0.10
careful sly 1970, cosine similarity=0.08
careful sly 1980, cosine similarity=0.15

careless reckless 1930, cosine similarity=0.43
careless reckless 1940, cosine similarity=0.41
careless reckless 1950, cosine similarity=0.40
careless reckless 1960, cosine similarity=0.39
careless reckless 1970, cosine similarity=0.37
careless reckless 1980, cosine similarity=0.42

careless driver 1930, cosine similarity=0.12
careless driver 1940, cosine similarity=0.13
careless driver 1950, cosine similarity=0.09
careless driver 1960, cosine similarity=0.12
careless driver 1970, cosine similarity=0.06
careless driver 1980, cosine similarity=0.08

careless careful 1930, cosine similarity=0.13
careless careful 1940, cosine similarity=0.12
careless careful 1950, cosine similarity=0.15
careless careful 1960, cosine similarity=0.20
careless careful 1970, cosine similarity=0.15
careless careful 1980, cosine similarity=0.12

careless carefree 1930, cosine similarity=0.00
careless carefree 1940, cosine similarity=0.00
careless carefree 1950, cosine similarity=0.31
careless carefree 1960, cosine similarity=0.37
careless carefree 1970, cosine similarity=0.22
careless carefree 1980, cosine similarity=0.18

careless sloppy 1930, cosine similarity=0.00
careless sloppy 1940, cosine similarity=0.00
careless sloppy 1950, cosine similarity=0.00
careless sloppy 1960, cosine similarity=0.00
careless sloppy 1970, cosine similarity=0.43
careless sloppy 1980, cosine similarity=0.26

careless clumsy 1930, cosine similarity=0.32
careless clumsy 1940, cosine similarity=0.28
careless clumsy 1950, cosine similarity=0.39
careless clumsy 1960, cosine similarity=0.40
careless clumsy 1970, cosine similarity=0.31
careless clumsy 1980, cosine similarity=0.38

careless mistake 1930, cosine similarity=0.11
careless mistake 1940, cosine similarity=0.16
careless mistake 1950, cosine similarity=0.22
careless mistake 1960, cosine similarity=0.16
careless mistake 1970, cosine similarity=0.21
careless mistake 1980, cosine similarity=0.26

careless free 1930, cosine similarity=0.10
careless free 1940, cosine similarity=0.05
careless free 1950, cosine similarity=0.13
careless free 1960, cosine similarity=0.01
careless free 1970, cosine similarity=0.08
careless free 1980, cosine similarity=-0.00

careless messy 1930, cosine similarity=0.00
careless messy 1940, cosine similarity=0.00
careless messy 1950, cosine similarity=0.00
careless messy 1960, cosine similarity=0.00
careless messy 1970, cosine similarity=0.13
careless messy 1980, cosine similarity=0.13

careless thoughtless 1930, cosine similarity=0.37
careless thoughtless 1940, cosine similarity=0.43
careless thoughtless 1950, cosine similarity=0.31
careless thoughtless 1960, cosine similarity=0.34
careless thoughtless 1970, cosine similarity=0.27
careless thoughtless 1980, cosine similarity=0.29

careless car 1930, cosine similarity=0.02
careless car 1940, cosine similarity=0.05
careless car 1950, cosine similarity=0.08
careless car 1960, cosine similarity=0.04
careless car 1970, cosine similarity=0.10
careless car 1980, cosine similarity=0.04

careless carelessness 1930, cosine similarity=0.37
careless carelessness 1940, cosine similarity=0.39
careless carelessness 1950, cosine similarity=0.39
careless carelessness 1960, cosine similarity=0.39
careless carelessness 1970, cosine similarity=0.34
careless carelessness 1980, cosine similarity=0.23

careless foolish 1930, cosine similarity=0.25
careless foolish 1940, cosine similarity=0.37
careless foolish 1950, cosine similarity=0.37
careless foolish 1960, cosine similarity=0.36
careless foolish 1970, cosine similarity=0.29
careless foolish 1980, cosine similarity=0.36

careless forgetful 1930, cosine similarity=0.25
careless forgetful 1940, cosine similarity=0.23
careless forgetful 1950, cosine similarity=0.28
careless forgetful 1960, cosine similarity=0.23
careless forgetful 1970, cosine similarity=0.27
careless forgetful 1980, cosine similarity=0.09

careless stupid 1930, cosine similarity=0.36
careless stupid 1940, cosine similarity=0.42
careless stupid 1950, cosine similarity=0.37
careless stupid 1960, cosine similarity=0.44
careless stupid 1970, cosine similarity=0.37
careless stupid 1980, cosine similarity=0.38

caress touch 1930, cosine similarity=0.15
caress touch 1940, cosine similarity=0.21
caress touch 1950, cosine similarity=0.15
caress touch 1960, cosine similarity=0.31
caress touch 1970, cosine similarity=0.23
caress touch 1980, cosine similarity=0.26

caress love 1930, cosine similarity=0.21
caress love 1940, cosine similarity=0.15
caress love 1950, cosine similarity=0.09
caress love 1960, cosine similarity=0.21
caress love 1970, cosine similarity=0.16
caress love 1980, cosine similarity=0.18

caress feel 1930, cosine similarity=0.20
caress feel 1940, cosine similarity=0.21
caress feel 1950, cosine similarity=0.06
caress feel 1960, cosine similarity=0.18
caress feel 1970, cosine similarity=0.19
caress feel 1980, cosine similarity=0.23

caress soap 1930, cosine similarity=0.13
caress soap 1940, cosine similarity=0.12
caress soap 1950, cosine similarity=0.13
caress soap 1960, cosine similarity=0.19
caress soap 1970, cosine similarity=0.11
caress soap 1980, cosine similarity=0.09

caress hold 1930, cosine similarity=0.07
caress hold 1940, cosine similarity=0.06
caress hold 1950, cosine similarity=0.15
caress hold 1960, cosine similarity=0.16
caress hold 1970, cosine similarity=0.20
caress hold 1980, cosine similarity=0.14

caress massage 1930, cosine similarity=0.08
caress massage 1940, cosine similarity=0.18
caress massage 1950, cosine similarity=0.05
caress massage 1960, cosine similarity=0.01
caress massage 1970, cosine similarity=0.10
caress massage 1980, cosine similarity=0.15

caress soft 1930, cosine similarity=0.22
caress soft 1940, cosine similarity=0.30
caress soft 1950, cosine similarity=0.27
caress soft 1960, cosine similarity=0.24
caress soft 1970, cosine similarity=0.22
caress soft 1980, cosine similarity=0.25

caress stroke 1930, cosine similarity=0.05
caress stroke 1940, cosine similarity=0.14
caress stroke 1950, cosine similarity=0.13
caress stroke 1960, cosine similarity=0.09
caress stroke 1970, cosine similarity=0.11
caress stroke 1980, cosine similarity=0.20

caress fondle 1930, cosine similarity=0.00
caress fondle 1940, cosine similarity=0.00
caress fondle 1950, cosine similarity=0.00
caress fondle 1960, cosine similarity=0.00
caress fondle 1970, cosine similarity=0.00
caress fondle 1980, cosine similarity=0.00

caress gentle 1930, cosine similarity=0.26
caress gentle 1940, cosine similarity=0.31
caress gentle 1950, cosine similarity=0.20
caress gentle 1960, cosine similarity=0.24
caress gentle 1970, cosine similarity=0.27
caress gentle 1980, cosine similarity=0.28

caress hug 1930, cosine similarity=0.22
caress hug 1940, cosine similarity=0.23
caress hug 1950, cosine similarity=0.22
caress hug 1960, cosine similarity=0.24
caress hug 1970, cosine similarity=0.28
caress hug 1980, cosine similarity=0.24

caress pet 1930, cosine similarity=0.15
caress pet 1940, cosine similarity=0.09
caress pet 1950, cosine similarity=0.04
caress pet 1960, cosine similarity=0.18
caress pet 1970, cosine similarity=-0.00
caress pet 1980, cosine similarity=0.11

caress kiss 1930, cosine similarity=0.35
caress kiss 1940, cosine similarity=0.31
caress kiss 1950, cosine similarity=0.35
caress kiss 1960, cosine similarity=0.35
caress kiss 1970, cosine similarity=0.37
caress kiss 1980, cosine similarity=0.40

caress soothe 1930, cosine similarity=0.26
caress soothe 1940, cosine similarity=0.28
caress soothe 1950, cosine similarity=0.24
caress soothe 1960, cosine similarity=0.25
caress soothe 1970, cosine similarity=0.18
caress soothe 1980, cosine similarity=0.27

caress caring 1930, cosine similarity=0.12
caress caring 1940, cosine similarity=0.03
caress caring 1950, cosine similarity=-0.03
caress caring 1960, cosine similarity=0.04
caress caring 1970, cosine similarity=0.13
caress caring 1980, cosine similarity=0.09

caress nice 1930, cosine similarity=0.16
caress nice 1940, cosine similarity=0.14
caress nice 1950, cosine similarity=0.06
caress nice 1960, cosine similarity=0.17
caress nice 1970, cosine similarity=0.15
caress nice 1980, cosine similarity=0.09

caress rub 1930, cosine similarity=0.22
caress rub 1940, cosine similarity=0.18
caress rub 1950, cosine similarity=0.12
caress rub 1960, cosine similarity=0.14
caress rub 1970, cosine similarity=0.23
caress rub 1980, cosine similarity=0.26

caring loving 1930, cosine similarity=0.22
caring loving 1940, cosine similarity=0.24
caring loving 1950, cosine similarity=0.23
caring loving 1960, cosine similarity=0.20
caring loving 1970, cosine similarity=0.38
caring loving 1980, cosine similarity=0.40

caring kind 1930, cosine similarity=0.06
caring kind 1940, cosine similarity=0.06
caring kind 1950, cosine similarity=0.03
caring kind 1960, cosine similarity=0.05
caring kind 1970, cosine similarity=0.12
caring kind 1980, cosine similarity=0.15

caring child 1930, cosine similarity=0.24
caring child 1940, cosine similarity=0.30
caring child 1950, cosine similarity=0.32
caring child 1960, cosine similarity=0.34
caring child 1970, cosine similarity=0.38
caring child 1980, cosine similarity=0.37

caring baby 1930, cosine similarity=0.25
caring baby 1940, cosine similarity=0.32
caring baby 1950, cosine similarity=0.35
caring baby 1960, cosine similarity=0.30
caring baby 1970, cosine similarity=0.36
caring baby 1980, cosine similarity=0.31

caring concern 1930, cosine similarity=0.19
caring concern 1940, cosine similarity=0.22
caring concern 1950, cosine similarity=0.21
caring concern 1960, cosine similarity=0.21
caring concern 1970, cosine similarity=0.26
caring concern 1980, cosine similarity=0.33

caring parent 1930, cosine similarity=0.17
caring parent 1940, cosine similarity=0.18
caring parent 1950, cosine similarity=0.17
caring parent 1960, cosine similarity=0.17
caring parent 1970, cosine similarity=0.24
caring parent 1980, cosine similarity=0.26

caring friend 1930, cosine similarity=0.02
caring friend 1940, cosine similarity=0.06
caring friend 1950, cosine similarity=0.10
caring friend 1960, cosine similarity=0.14
caring friend 1970, cosine similarity=0.19
caring friend 1980, cosine similarity=0.24

caring mother 1930, cosine similarity=0.17
caring mother 1940, cosine similarity=0.24
caring mother 1950, cosine similarity=0.27
caring mother 1960, cosine similarity=0.29
caring mother 1970, cosine similarity=0.33
caring mother 1980, cosine similarity=0.28

caring compassion 1930, cosine similarity=0.17
caring compassion 1940, cosine similarity=0.10
caring compassion 1950, cosine similarity=0.20
caring compassion 1960, cosine similarity=0.20
caring compassion 1970, cosine similarity=0.30
caring compassion 1980, cosine similarity=0.33

caring feeling 1930, cosine similarity=0.08
caring feeling 1940, cosine similarity=0.11
caring feeling 1950, cosine similarity=0.13
caring feeling 1960, cosine similarity=0.15
caring feeling 1970, cosine similarity=0.19
caring feeling 1980, cosine similarity=0.18

caring friendship 1930, cosine similarity=-0.07
caring friendship 1940, cosine similarity=-0.12
caring friendship 1950, cosine similarity=-0.08
caring friendship 1960, cosine similarity=0.00
caring friendship 1970, cosine similarity=0.12
caring friendship 1980, cosine similarity=0.16

caring help 1930, cosine similarity=0.22
caring help 1940, cosine similarity=0.18
caring help 1950, cosine similarity=0.18
caring help 1960, cosine similarity=0.22
caring help 1970, cosine similarity=0.23
caring help 1980, cosine similarity=0.25

caring nice 1930, cosine similarity=-0.01
caring nice 1940, cosine similarity=0.00
caring nice 1950, cosine similarity=0.04
caring nice 1960, cosine similarity=-0.00
caring nice 1970, cosine similarity=0.03
caring nice 1980, cosine similarity=0.09

caring person 1930, cosine similarity=0.15
caring person 1940, cosine similarity=0.15
caring person 1950, cosine similarity=0.18
caring person 1960, cosine similarity=0.24
caring person 1970, cosine similarity=0.20
caring person 1980, cosine similarity=0.28

caring sharing 1930, cosine similarity=0.18
caring sharing 1940, cosine similarity=0.11
caring sharing 1950, cosine similarity=0.16
caring sharing 1960, cosine similarity=0.24
caring sharing 1970, cosine similarity=0.27
caring sharing 1980, cosine similarity=0.26

caring thoughtful 1930, cosine similarity=0.10
caring thoughtful 1940, cosine similarity=0.08
caring thoughtful 1950, cosine similarity=0.07
caring thoughtful 1960, cosine similarity=0.06
caring thoughtful 1970, cosine similarity=0.15
caring thoughtful 1980, cosine similarity=0.20

caring understanding 1930, cosine similarity=0.04
caring understanding 1940, cosine similarity=0.02
caring understanding 1950, cosine similarity=0.03
caring understanding 1960, cosine similarity=0.16
caring understanding 1970, cosine similarity=0.18
caring understanding 1980, cosine similarity=0.22

caring warm 1930, cosine similarity=-0.04
caring warm 1940, cosine similarity=-0.03
caring warm 1950, cosine similarity=-0.04
caring warm 1960, cosine similarity=0.03
caring warm 1970, cosine similarity=0.17
caring warm 1980, cosine similarity=0.23

carnival ride 1930, cosine similarity=0.06
carnival ride 1940, cosine similarity=0.13
carnival ride 1950, cosine similarity=0.09
carnival ride 1960, cosine similarity=0.10
carnival ride 1970, cosine similarity=0.10
carnival ride 1980, cosine similarity=0.06

carnival fun 1930, cosine similarity=0.09
carnival fun 1940, cosine similarity=0.11
carnival fun 1950, cosine similarity=0.09
carnival fun 1960, cosine similarity=0.11
carnival fun 1970, cosine similarity=0.06
carnival fun 1980, cosine similarity=0.03

carnival fair 1930, cosine similarity=0.02
carnival fair 1940, cosine similarity=0.14
carnival fair 1950, cosine similarity=0.04
carnival fair 1960, cosine similarity=0.12
carnival fair 1970, cosine similarity=-0.01
carnival fair 1980, cosine similarity=0.01

carnival clown 1930, cosine similarity=0.16
carnival clown 1940, cosine similarity=0.19
carnival clown 1950, cosine similarity=0.23
carnival clown 1960, cosine similarity=0.28
carnival clown 1970, cosine similarity=0.14
carnival clown 1980, cosine similarity=0.15

carnival circus 1930, cosine similarity=0.20
carnival circus 1940, cosine similarity=0.27
carnival circus 1950, cosine similarity=0.29
carnival circus 1960, cosine similarity=0.24
carnival circus 1970, cosine similarity=0.28
carnival circus 1980, cosine similarity=0.30

carnival festival 1930, cosine similarity=0.29
carnival festival 1940, cosine similarity=0.27
carnival festival 1950, cosine similarity=0.26
carnival festival 1960, cosine similarity=0.26
carnival festival 1970, cosine similarity=0.27
carnival festival 1980, cosine similarity=0.19

carnival party 1930, cosine similarity=0.00
carnival party 1940, cosine similarity=0.01
carnival party 1950, cosine similarity=-0.01
carnival party 1960, cosine similarity=-0.11
carnival party 1970, cosine similarity=-0.00
carnival party 1980, cosine similarity=-0.04

carnival cruise 1930, cosine similarity=0.10
carnival cruise 1940, cosine similarity=0.02
carnival cruise 1950, cosine similarity=0.13
carnival cruise 1960, cosine similarity=0.10
carnival cruise 1970, cosine similarity=0.13
carnival cruise 1980, cosine similarity=0.17

carnival carousel 1930, cosine similarity=0.00
carnival carousel 1940, cosine similarity=0.00
carnival carousel 1950, cosine similarity=0.00
carnival carousel 1960, cosine similarity=0.00
carnival carousel 1970, cosine similarity=0.00
carnival carousel 1980, cosine similarity=0.27

carnival cotton candy 1930, cosine similarity=0.00
carnival cotton candy 1940, cosine similarity=0.00
carnival cotton candy 1950, cosine similarity=0.00
carnival cotton candy 1960, cosine similarity=0.00
carnival cotton candy 1970, cosine similarity=0.00
carnival cotton candy 1980, cosine similarity=0.00

carnival ferris wheel 1930, cosine similarity=0.00
carnival ferris wheel 1940, cosine similarity=0.00
carnival ferris wheel 1950, cosine similarity=0.00
carnival ferris wheel 1960, cosine similarity=0.00
carnival ferris wheel 1970, cosine similarity=0.00
carnival ferris wheel 1980, cosine similarity=0.00

carnival game 1930, cosine similarity=0.12
carnival game 1940, cosine similarity=0.15
carnival game 1950, cosine similarity=0.09
carnival game 1960, cosine similarity=0.13
carnival game 1970, cosine similarity=0.09
carnival game 1980, cosine similarity=0.09

carnival lights 1930, cosine similarity=-0.02
carnival lights 1940, cosine similarity=-0.03
carnival lights 1950, cosine similarity=0.10
carnival lights 1960, cosine similarity=0.17
carnival lights 1970, cosine similarity=0.16
carnival lights 1980, cosine similarity=0.15

carnival noise 1930, cosine similarity=0.03
carnival noise 1940, cosine similarity=0.05
carnival noise 1950, cosine similarity=-0.06
carnival noise 1960, cosine similarity=-0.07
carnival noise 1970, cosine similarity=0.13
carnival noise 1980, cosine similarity=0.02

carpenter wood 1930, cosine similarity=0.21
carpenter wood 1940, cosine similarity=0.20
carpenter wood 1950, cosine similarity=0.25
carpenter wood 1960, cosine similarity=0.18
carpenter wood 1970, cosine similarity=0.23
carpenter wood 1980, cosine similarity=0.27

carpenter hammer 1930, cosine similarity=0.23
carpenter hammer 1940, cosine similarity=0.20
carpenter hammer 1950, cosine similarity=0.23
carpenter hammer 1960, cosine similarity=0.23
carpenter hammer 1970, cosine similarity=0.24
carpenter hammer 1980, cosine similarity=0.27

carpenter nails 1930, cosine similarity=0.17
carpenter nails 1940, cosine similarity=0.10
carpenter nails 1950, cosine similarity=0.19
carpenter nails 1960, cosine similarity=0.16
carpenter nails 1970, cosine similarity=0.11
carpenter nails 1980, cosine similarity=0.18

carpenter build 1930, cosine similarity=0.19
carpenter build 1940, cosine similarity=0.16
carpenter build 1950, cosine similarity=0.12
carpenter build 1960, cosine similarity=0.09
carpenter build 1970, cosine similarity=0.05
carpenter build 1980, cosine similarity=0.09

carpenter carpet 1930, cosine similarity=0.18
carpenter carpet 1940, cosine similarity=0.22
carpenter carpet 1950, cosine similarity=0.18
carpenter carpet 1960, cosine similarity=0.25
carpenter carpet 1970, cosine similarity=0.25
carpenter carpet 1980, cosine similarity=0.15

carpenter tool 1930, cosine similarity=0.23
carpenter tool 1940, cosine similarity=0.28
carpenter tool 1950, cosine similarity=0.31
carpenter tool 1960, cosine similarity=0.23
carpenter tool 1970, cosine similarity=0.21
carpenter tool 1980, cosine similarity=0.21

carpenter work 1930, cosine similarity=0.17
carpenter work 1940, cosine similarity=0.20
carpenter work 1950, cosine similarity=0.18
carpenter work 1960, cosine similarity=0.23
carpenter work 1970, cosine similarity=0.14
carpenter work 1980, cosine similarity=0.18

carpenter house 1930, cosine similarity=0.13
carpenter house 1940, cosine similarity=0.14
carpenter house 1950, cosine similarity=0.14
carpenter house 1960, cosine similarity=0.09
carpenter house 1970, cosine similarity=0.15
carpenter house 1980, cosine similarity=0.13

carpenter plumber 1930, cosine similarity=0.36
carpenter plumber 1940, cosine similarity=0.00
carpenter plumber 1950, cosine similarity=0.38
carpenter plumber 1960, cosine similarity=0.44
carpenter plumber 1970, cosine similarity=0.34
carpenter plumber 1980, cosine similarity=0.28

carpenter ant 1930, cosine similarity=0.20
carpenter ant 1940, cosine similarity=0.10
carpenter ant 1950, cosine similarity=0.15
carpenter ant 1960, cosine similarity=0.12
carpenter ant 1970, cosine similarity=0.15
carpenter ant 1980, cosine similarity=0.10

carpenter job 1930, cosine similarity=0.18
carpenter job 1940, cosine similarity=0.17
carpenter job 1950, cosine similarity=0.17
carpenter job 1960, cosine similarity=0.15
carpenter job 1970, cosine similarity=0.14
carpenter job 1980, cosine similarity=0.18

carpenter worker 1930, cosine similarity=0.22
carpenter worker 1940, cosine similarity=0.25
carpenter worker 1950, cosine similarity=0.19
carpenter worker 1960, cosine similarity=0.22
carpenter worker 1970, cosine similarity=0.18
carpenter worker 1980, cosine similarity=0.23

carpenter dad 1930, cosine similarity=0.11
carpenter dad 1940, cosine similarity=0.13
carpenter dad 1950, cosine similarity=0.11
carpenter dad 1960, cosine similarity=0.10
carpenter dad 1970, cosine similarity=0.09
carpenter dad 1980, cosine similarity=0.15

carpenter handyman 1930, cosine similarity=0.00
carpenter handyman 1940, cosine similarity=0.00
carpenter handyman 1950, cosine similarity=0.00
carpenter handyman 1960, cosine similarity=0.00
carpenter handyman 1970, cosine similarity=0.00
carpenter handyman 1980, cosine similarity=0.00

