cue target 1930, cosine similarity=0.09
plates forks 1950, cosine similarity=0.28
plates forks 1960, cosine similarity=0.30
plates forks 1970, cosine similarity=0.30
plates forks 1980, cosine similarity=0.26

plates dinner 1930, cosine similarity=0.10
plates dinner 1940, cosine similarity=0.08
plates dinner 1950, cosine similarity=0.16
plates dinner 1960, cosine similarity=0.17
plates dinner 1970, cosine similarity=0.11
plates dinner 1980, cosine similarity=0.13

plates china 1930, cosine similarity=-0.02
plates china 1940, cosine similarity=0.03
plates china 1950, cosine similarity=-0.09
plates china 1960, cosine similarity=-0.04
plates china 1970, cosine similarity=0.01
plates china 1980, cosine similarity=-0.03

plates spoons 1930, cosine similarity=0.35
plates spoons 1940, cosine similarity=0.35
plates spoons 1950, cosine similarity=0.34
plates spoons 1960, cosine similarity=0.32
plates spoons 1970, cosine similarity=0.38
plates spoons 1980, cosine similarity=0.26

plates bowls 1930, cosine similarity=0.33
plates bowls 1940, cosine similarity=0.35
plates bowls 1950, cosine similarity=0.32
plates bowls 1960, cosine similarity=0.29
plates bowls 1970, cosine similarity=0.39
plates bowls 1980, cosine similarity=0.36

plates food 1930, cosine similarity=-0.01
plates food 1940, cosine similarity=0.04
plates food 1950, cosine similarity=0.07
plates food 1960, cosine similarity=-0.00
plates food 1970, cosine similarity=0.08
plates food 1980, cosine similarity=0.13

plates car 1930, cosine similarity=0.07
plates car 1940, cosine similarity=0.04
plates car 1950, cosine similarity=-0.08
plates car 1960, cosine similarity=0.07
plates car 1970, cosine similarity=0.12
plates car 1980, cosine similarity=0.07

plates napkins 1930, cosine similarity=0.00
plates napkins 1940, cosine similarity=0.00
plates napkins 1950, cosine similarity=0.36
plates napkins 1960, cosine similarity=0.51
plates napkins 1970, cosine similarity=0.41
plates napkins 1980, cosine similarity=0.34

plates paper 1930, cosine similarity=0.15
plates paper 1940, cosine similarity=0.16
plates paper 1950, cosine similarity=0.23
plates paper 1960, cosine similarity=0.19
plates paper 1970, cosine similarity=0.22
plates paper 1980, cosine similarity=0.18

plates saucers 1930, cosine similarity=0.30
plates saucers 1940, cosine similarity=0.28
plates saucers 1950, cosine similarity=0.34
plates saucers 1960, cosine similarity=0.25
plates saucers 1970, cosine similarity=0.23
plates saucers 1980, cosine similarity=0.31

plates silverware 1930, cosine similarity=0.00
plates silverware 1940, cosine similarity=0.00
plates silverware 1950, cosine similarity=0.00
plates silverware 1960, cosine similarity=0.39
plates silverware 1970, cosine similarity=0.37
plates silverware 1980, cosine similarity=0.40

platform shoes 1930, cosine similarity=0.08
platform shoes 1940, cosine similarity=0.08
platform shoes 1950, cosine similarity=0.05
platform shoes 1960, cosine similarity=0.07
platform shoes 1970, cosine similarity=0.06
platform shoes 1980, cosine similarity=0.08

platform stage 1930, cosine similarity=0.25
platform stage 1940, cosine similarity=0.24
platform stage 1950, cosine similarity=0.19
platform stage 1960, cosine similarity=0.26
platform stage 1970, cosine similarity=0.16
platform stage 1980, cosine similarity=0.16

platform dive 1930, cosine similarity=0.01
platform dive 1940, cosine similarity=0.03
platform dive 1950, cosine similarity=0.08
platform dive 1960, cosine similarity=0.08
platform dive 1970, cosine similarity=0.07
platform dive 1980, cosine similarity=0.10

platform high 1930, cosine similarity=0.07
platform high 1940, cosine similarity=0.07
platform high 1950, cosine similarity=0.09
platform high 1960, cosine similarity=0.14
platform high 1970, cosine similarity=0.12
platform high 1980, cosine similarity=0.11

platform speech 1930, cosine similarity=0.20
platform speech 1940, cosine similarity=0.24
platform speech 1950, cosine similarity=0.19
platform speech 1960, cosine similarity=0.18
platform speech 1970, cosine similarity=0.18
platform speech 1980, cosine similarity=0.15

platform stand 1930, cosine similarity=0.30
platform stand 1940, cosine similarity=0.23
platform stand 1950, cosine similarity=0.30
platform stand 1960, cosine similarity=0.27
platform stand 1970, cosine similarity=0.30
platform stand 1980, cosine similarity=0.33

platform step 1930, cosine similarity=0.21
platform step 1940, cosine similarity=0.18
platform step 1950, cosine similarity=0.20
platform step 1960, cosine similarity=0.14
platform step 1970, cosine similarity=0.14
platform step 1980, cosine similarity=0.18

platform wood 1930, cosine similarity=0.07
platform wood 1940, cosine similarity=0.06
platform wood 1950, cosine similarity=0.07
platform wood 1960, cosine similarity=0.13
platform wood 1970, cosine similarity=0.11
platform wood 1980, cosine similarity=0.15

platform deck 1930, cosine similarity=0.29
platform deck 1940, cosine similarity=0.30
platform deck 1950, cosine similarity=0.33
platform deck 1960, cosine similarity=0.26
platform deck 1970, cosine similarity=0.35
platform deck 1980, cosine similarity=0.34

platform dais 1930, cosine similarity=0.35
platform dais 1940, cosine similarity=0.36
platform dais 1950, cosine similarity=0.42
platform dais 1960, cosine similarity=0.34
platform dais 1970, cosine similarity=0.37
platform dais 1980, cosine similarity=0.31

platform flat 1930, cosine similarity=0.15
platform flat 1940, cosine similarity=0.19
platform flat 1950, cosine similarity=0.22
platform flat 1960, cosine similarity=0.15
platform flat 1970, cosine similarity=0.16
platform flat 1980, cosine similarity=0.19

platform heels 1930, cosine similarity=0.13
platform heels 1940, cosine similarity=0.12
platform heels 1950, cosine similarity=0.19
platform heels 1960, cosine similarity=0.20
platform heels 1970, cosine similarity=0.21
platform heels 1980, cosine similarity=0.12

play fun 1930, cosine similarity=0.33
play fun 1940, cosine similarity=0.35
play fun 1950, cosine similarity=0.34
play fun 1960, cosine similarity=0.31
play fun 1970, cosine similarity=0.28
play fun 1980, cosine similarity=0.28

play ball 1930, cosine similarity=0.23
play ball 1940, cosine similarity=0.21
play ball 1950, cosine similarity=0.29
play ball 1960, cosine similarity=0.22
play ball 1970, cosine similarity=0.26
play ball 1980, cosine similarity=0.26

play game 1930, cosine similarity=0.42
play game 1940, cosine similarity=0.47
play game 1950, cosine similarity=0.39
play game 1960, cosine similarity=0.41
play game 1970, cosine similarity=0.43
play game 1980, cosine similarity=0.43

play work 1930, cosine similarity=0.24
play work 1940, cosine similarity=0.19
play work 1950, cosine similarity=0.23
play work 1960, cosine similarity=0.26
play work 1970, cosine similarity=0.20
play work 1980, cosine similarity=0.18

play ground 1930, cosine similarity=-0.06
play ground 1940, cosine similarity=-0.01
play ground 1950, cosine similarity=-0.08
play ground 1960, cosine similarity=-0.07
play ground 1970, cosine similarity=-0.05
play ground 1980, cosine similarity=-0.07

play mate 1930, cosine similarity=0.02
play mate 1940, cosine similarity=0.03
play mate 1950, cosine similarity=0.10
play mate 1960, cosine similarity=0.01
play mate 1970, cosine similarity=0.06
play mate 1980, cosine similarity=0.10

play child 1930, cosine similarity=0.14
play child 1940, cosine similarity=0.18
play child 1950, cosine similarity=0.21
play child 1960, cosine similarity=0.17
play child 1970, cosine similarity=0.20
play child 1980, cosine similarity=0.18

play enjoy 1930, cosine similarity=0.14
play enjoy 1940, cosine similarity=0.15
play enjoy 1950, cosine similarity=0.15
play enjoy 1960, cosine similarity=0.18
play enjoy 1970, cosine similarity=0.11
play enjoy 1980, cosine similarity=0.19

play win 1930, cosine similarity=0.15
play win 1940, cosine similarity=0.13
play win 1950, cosine similarity=0.16
play win 1960, cosine similarity=0.16
play win 1970, cosine similarity=0.16
play win 1980, cosine similarity=0.20

play actor 1930, cosine similarity=0.43
play actor 1940, cosine similarity=0.37
play actor 1950, cosine similarity=0.38
play actor 1960, cosine similarity=0.46
play actor 1970, cosine similarity=0.32
play actor 1980, cosine similarity=0.37

play fight 1930, cosine similarity=0.16
play fight 1940, cosine similarity=0.15
play fight 1950, cosine similarity=0.18
play fight 1960, cosine similarity=0.21
play fight 1970, cosine similarity=0.12
play fight 1980, cosine similarity=0.19

play horse 1930, cosine similarity=0.01
play horse 1940, cosine similarity=0.06
play horse 1950, cosine similarity=0.08
play horse 1960, cosine similarity=0.06
play horse 1970, cosine similarity=0.08
play horse 1980, cosine similarity=0.10

play kid 1930, cosine similarity=0.06
play kid 1940, cosine similarity=0.07
play kid 1950, cosine similarity=0.15
play kid 1960, cosine similarity=0.11
play kid 1970, cosine similarity=0.13
play kid 1980, cosine similarity=0.19

play music 1930, cosine similarity=0.28
play music 1940, cosine similarity=0.32
play music 1950, cosine similarity=0.29
play music 1960, cosine similarity=0.34
play music 1970, cosine similarity=0.24
play music 1980, cosine similarity=0.30

play pen 1930, cosine similarity=0.11
play pen 1940, cosine similarity=0.08
play pen 1950, cosine similarity=0.11
play pen 1960, cosine similarity=0.15
play pen 1970, cosine similarity=0.13
play pen 1980, cosine similarity=0.09

play recess 1930, cosine similarity=-0.10
play recess 1940, cosine similarity=0.01
play recess 1950, cosine similarity=0.06
play recess 1960, cosine similarity=-0.03
play recess 1970, cosine similarity=-0.02
play recess 1980, cosine similarity=0.00

play recreation 1930, cosine similarity=0.18
play recreation 1940, cosine similarity=0.22
play recreation 1950, cosine similarity=0.17
play recreation 1960, cosine similarity=0.18
play recreation 1970, cosine similarity=0.09
play recreation 1980, cosine similarity=0.10

play rest 1930, cosine similarity=0.12
play rest 1940, cosine similarity=0.13
play rest 1950, cosine similarity=0.13
play rest 1960, cosine similarity=0.15
play rest 1970, cosine similarity=0.08
play rest 1980, cosine similarity=0.10

play school 1930, cosine similarity=0.11
play school 1940, cosine similarity=0.17
play school 1950, cosine similarity=0.10
play school 1960, cosine similarity=0.11
play school 1970, cosine similarity=0.08
play school 1980, cosine similarity=0.11

play sleep 1930, cosine similarity=0.14
play sleep 1940, cosine similarity=0.09
play sleep 1950, cosine similarity=0.12
play sleep 1960, cosine similarity=0.08
play sleep 1970, cosine similarity=0.16
play sleep 1980, cosine similarity=0.07

play theater 1930, cosine similarity=0.32
play theater 1940, cosine similarity=0.27
play theater 1950, cosine similarity=0.28
play theater 1960, cosine similarity=0.30
play theater 1970, cosine similarity=0.21
play theater 1980, cosine similarity=0.22

play dough children 1930, cosine similarity=0.00
play dough children 1940, cosine similarity=0.00
play dough children 1950, cosine similarity=0.00
play dough children 1960, cosine similarity=0.00
play dough children 1970, cosine similarity=0.00
play dough children 1980, cosine similarity=0.00

play dough clay 1930, cosine similarity=0.00
play dough clay 1940, cosine similarity=0.00
play dough clay 1950, cosine similarity=0.00
play dough clay 1960, cosine similarity=0.00
play dough clay 1970, cosine similarity=0.00
play dough clay 1980, cosine similarity=0.00

play dough kids 1930, cosine similarity=0.00
play dough kids 1940, cosine similarity=0.00
play dough kids 1950, cosine similarity=0.00
play dough kids 1960, cosine similarity=0.00
play dough kids 1970, cosine similarity=0.00
play dough kids 1980, cosine similarity=0.00

play dough putty 1930, cosine similarity=0.00
play dough putty 1940, cosine similarity=0.00
play dough putty 1950, cosine similarity=0.00
play dough putty 1960, cosine similarity=0.00
play dough putty 1970, cosine similarity=0.00
play dough putty 1980, cosine similarity=0.00

play dough toy 1930, cosine similarity=0.00
play dough toy 1940, cosine similarity=0.00
play dough toy 1950, cosine similarity=0.00
play dough toy 1960, cosine similarity=0.00
play dough toy 1970, cosine similarity=0.00
play dough toy 1980, cosine similarity=0.00

play dough fun 1930, cosine similarity=0.00
play dough fun 1940, cosine similarity=0.00
play dough fun 1950, cosine similarity=0.00
play dough fun 1960, cosine similarity=0.00
play dough fun 1970, cosine similarity=0.00
play dough fun 1980, cosine similarity=0.00

play dough blue 1930, cosine similarity=0.00
play dough blue 1940, cosine similarity=0.00
play dough blue 1950, cosine similarity=0.00
play dough blue 1960, cosine similarity=0.00
play dough blue 1970, cosine similarity=0.00
play dough blue 1980, cosine similarity=0.00

play dough play 1930, cosine similarity=0.00
play dough play 1940, cosine similarity=0.00
play dough play 1950, cosine similarity=0.00
play dough play 1960, cosine similarity=0.00
play dough play 1970, cosine similarity=0.00
play dough play 1980, cosine similarity=0.00

play dough red 1930, cosine similarity=0.00
play dough red 1940, cosine similarity=0.00
play dough red 1950, cosine similarity=0.00
play dough red 1960, cosine similarity=0.00
play dough red 1970, cosine similarity=0.00
play dough red 1980, cosine similarity=0.00

play dough color 1930, cosine similarity=0.00
play dough color 1940, cosine similarity=0.00
play dough color 1950, cosine similarity=0.00
play dough color 1960, cosine similarity=0.00
play dough color 1970, cosine similarity=0.00
play dough color 1980, cosine similarity=0.00

play dough kid 1930, cosine similarity=0.00
play dough kid 1940, cosine similarity=0.00
play dough kid 1950, cosine similarity=0.00
play dough kid 1960, cosine similarity=0.00
play dough kid 1970, cosine similarity=0.00
play dough kid 1980, cosine similarity=0.00

play dough salty 1930, cosine similarity=0.00
play dough salty 1940, cosine similarity=0.00
play dough salty 1950, cosine similarity=0.00
play dough salty 1960, cosine similarity=0.00
play dough salty 1970, cosine similarity=0.00
play dough salty 1980, cosine similarity=0.00

play dough soft 1930, cosine similarity=0.00
play dough soft 1940, cosine similarity=0.00
play dough soft 1950, cosine similarity=0.00
play dough soft 1960, cosine similarity=0.00
play dough soft 1970, cosine similarity=0.00
play dough soft 1980, cosine similarity=0.00

play dough childhood 1930, cosine similarity=0.00
play dough childhood 1940, cosine similarity=0.00
play dough childhood 1950, cosine similarity=0.00
play dough childhood 1960, cosine similarity=0.00
play dough childhood 1970, cosine similarity=0.00
play dough childhood 1980, cosine similarity=0.00

play dough cookie dough 1930, cosine similarity=0.00
play dough cookie dough 1940, cosine similarity=0.00
play dough cookie dough 1950, cosine similarity=0.00
play dough cookie dough 1960, cosine similarity=0.00
play dough cookie dough 1970, cosine similarity=0.00
play dough cookie dough 1980, cosine similarity=0.00

play dough game 1930, cosine similarity=0.00
play dough game 1940, cosine similarity=0.00
play dough game 1950, cosine similarity=0.00
play dough game 1960, cosine similarity=0.00
play dough game 1970, cosine similarity=0.00
play dough game 1980, cosine similarity=0.00

play dough green 1930, cosine similarity=0.00
play dough green 1940, cosine similarity=0.00
play dough green 1950, cosine similarity=0.00
play dough green 1960, cosine similarity=0.00
play dough green 1970, cosine similarity=0.00
play dough green 1980, cosine similarity=0.00

play dough kindergarten 1930, cosine similarity=0.00
play dough kindergarten 1940, cosine similarity=0.00
play dough kindergarten 1950, cosine similarity=0.00
play dough kindergarten 1960, cosine similarity=0.00
play dough kindergarten 1970, cosine similarity=0.00
play dough kindergarten 1980, cosine similarity=0.00

play dough preschool 1930, cosine similarity=0.00
play dough preschool 1940, cosine similarity=0.00
play dough preschool 1950, cosine similarity=0.00
play dough preschool 1960, cosine similarity=0.00
play dough preschool 1970, cosine similarity=0.00
play dough preschool 1980, cosine similarity=0.00

play dough smell 1930, cosine similarity=0.00
play dough smell 1940, cosine similarity=0.00
play dough smell 1950, cosine similarity=0.00
play dough smell 1960, cosine similarity=0.00
play dough smell 1970, cosine similarity=0.00
play dough smell 1980, cosine similarity=0.00

player baseball 1930, cosine similarity=0.39
player baseball 1940, cosine similarity=0.42
player baseball 1950, cosine similarity=0.47
player baseball 1960, cosine similarity=0.46
player baseball 1970, cosine similarity=0.44
player baseball 1980, cosine similarity=0.50

player team 1930, cosine similarity=0.46
player team 1940, cosine similarity=0.39
player team 1950, cosine similarity=0.38
player team 1960, cosine similarity=0.36
player team 1970, cosine similarity=0.37
player team 1980, cosine similarity=0.37

player game 1930, cosine similarity=0.32
player game 1940, cosine similarity=0.34
player game 1950, cosine similarity=0.38
player game 1960, cosine similarity=0.41
player game 1970, cosine similarity=0.44
player game 1980, cosine similarity=0.44

player football 1930, cosine similarity=0.43
player football 1940, cosine similarity=0.45
player football 1950, cosine similarity=0.43
player football 1960, cosine similarity=0.50
player football 1970, cosine similarity=0.42
player football 1980, cosine similarity=0.44

player ball 1930, cosine similarity=0.42
player ball 1940, cosine similarity=0.38
player ball 1950, cosine similarity=0.40
player ball 1960, cosine similarity=0.41
player ball 1970, cosine similarity=0.40
player ball 1980, cosine similarity=0.42

player record 1930, cosine similarity=0.08
player record 1940, cosine similarity=0.09
player record 1950, cosine similarity=0.17
player record 1960, cosine similarity=0.24
player record 1970, cosine similarity=0.24
player record 1980, cosine similarity=0.21

player sport 1930, cosine similarity=0.19
player sport 1940, cosine similarity=0.17
player sport 1950, cosine similarity=0.21
player sport 1960, cosine similarity=0.19
player sport 1970, cosine similarity=0.16
player sport 1980, cosine similarity=0.14

player tennis 1930, cosine similarity=0.30
player tennis 1940, cosine similarity=0.35
player tennis 1950, cosine similarity=0.30
player tennis 1960, cosine similarity=0.34
player tennis 1970, cosine similarity=0.31
player tennis 1980, cosine similarity=0.30

player athlete 1930, cosine similarity=0.25
player athlete 1940, cosine similarity=0.23
player athlete 1950, cosine similarity=0.20
player athlete 1960, cosine similarity=0.22
player athlete 1970, cosine similarity=0.31
player athlete 1980, cosine similarity=0.26

player card 1930, cosine similarity=0.22
player card 1940, cosine similarity=0.30
player card 1950, cosine similarity=0.28
player card 1960, cosine similarity=0.27
player card 1970, cosine similarity=0.28
player card 1980, cosine similarity=0.28

player soccer 1930, cosine similarity=0.18
player soccer 1940, cosine similarity=0.25
player soccer 1950, cosine similarity=0.38
player soccer 1960, cosine similarity=0.29
player soccer 1970, cosine similarity=0.31
player soccer 1980, cosine similarity=0.34

player basketball 1930, cosine similarity=0.36
player basketball 1940, cosine similarity=0.37
player basketball 1950, cosine similarity=0.36
player basketball 1960, cosine similarity=0.40
player basketball 1970, cosine similarity=0.37
player basketball 1980, cosine similarity=0.39

player piano 1930, cosine similarity=0.27
player piano 1940, cosine similarity=0.30
player piano 1950, cosine similarity=0.28
player piano 1960, cosine similarity=0.30
player piano 1970, cosine similarity=0.33
player piano 1980, cosine similarity=0.33

player top 1930, cosine similarity=0.08
player top 1940, cosine similarity=0.15
player top 1950, cosine similarity=0.14
player top 1960, cosine similarity=0.15
player top 1970, cosine similarity=0.20
player top 1980, cosine similarity=0.17

player disc 1930, cosine similarity=0.06
player disc 1940, cosine similarity=0.04
player disc 1950, cosine similarity=0.07
player disc 1960, cosine similarity=0.06
player disc 1970, cosine similarity=0.14
player disc 1980, cosine similarity=0.21

player field 1930, cosine similarity=0.05
player field 1940, cosine similarity=0.11
player field 1950, cosine similarity=0.08
player field 1960, cosine similarity=0.10
player field 1970, cosine similarity=0.09
player field 1980, cosine similarity=0.13

player observer 1930, cosine similarity=0.16
player observer 1940, cosine similarity=0.19
player observer 1950, cosine similarity=0.15
player observer 1960, cosine similarity=0.15
player observer 1970, cosine similarity=0.14
player observer 1980, cosine similarity=0.11

player opponent 1930, cosine similarity=0.30
player opponent 1940, cosine similarity=0.32
player opponent 1950, cosine similarity=0.31
player opponent 1960, cosine similarity=0.37
player opponent 1970, cosine similarity=0.35
player opponent 1980, cosine similarity=0.36

player teammate 1930, cosine similarity=0.00
player teammate 1940, cosine similarity=0.00
player teammate 1950, cosine similarity=0.00
player teammate 1960, cosine similarity=0.00
player teammate 1970, cosine similarity=0.23
player teammate 1980, cosine similarity=0.24

player win 1930, cosine similarity=0.19
player win 1940, cosine similarity=0.25
player win 1950, cosine similarity=0.26
player win 1960, cosine similarity=0.23
player win 1970, cosine similarity=0.28
player win 1980, cosine similarity=0.26

playground children 1930, cosine similarity=0.40
playground children 1940, cosine similarity=0.28
playground children 1950, cosine similarity=0.31
playground children 1960, cosine similarity=0.29
playground children 1970, cosine similarity=0.31
playground children 1980, cosine similarity=0.28

playground swing 1930, cosine similarity=0.09
playground swing 1940, cosine similarity=0.12
playground swing 1950, cosine similarity=0.11
playground swing 1960, cosine similarity=0.19
playground swing 1970, cosine similarity=0.18
playground swing 1980, cosine similarity=0.20

playground park 1930, cosine similarity=0.36
playground park 1940, cosine similarity=0.31
playground park 1950, cosine similarity=0.33
playground park 1960, cosine similarity=0.30
playground park 1970, cosine similarity=0.29
playground park 1980, cosine similarity=0.30

playground kid 1930, cosine similarity=0.18
playground kid 1940, cosine similarity=0.06
playground kid 1950, cosine similarity=0.12
playground kid 1960, cosine similarity=0.18
playground kid 1970, cosine similarity=0.24
playground kid 1980, cosine similarity=0.24

playground field 1930, cosine similarity=0.11
playground field 1940, cosine similarity=0.16
playground field 1950, cosine similarity=0.08
playground field 1960, cosine similarity=0.10
playground field 1970, cosine similarity=0.07
playground field 1980, cosine similarity=0.10

playground yard 1930, cosine similarity=0.15
playground yard 1940, cosine similarity=0.24
playground yard 1950, cosine similarity=0.17
playground yard 1960, cosine similarity=0.14
playground yard 1970, cosine similarity=0.19
playground yard 1980, cosine similarity=0.23

playground school 1930, cosine similarity=0.37
playground school 1940, cosine similarity=0.31
playground school 1950, cosine similarity=0.34
playground school 1960, cosine similarity=0.26
playground school 1970, cosine similarity=0.33
playground school 1980, cosine similarity=0.30

playground slide 1930, cosine similarity=-0.02
playground slide 1940, cosine similarity=-0.03
playground slide 1950, cosine similarity=0.11
playground slide 1960, cosine similarity=0.10
playground slide 1970, cosine similarity=0.18
playground slide 1980, cosine similarity=0.07

playground recreation 1930, cosine similarity=0.41
playground recreation 1940, cosine similarity=0.33
playground recreation 1950, cosine similarity=0.37
playground recreation 1960, cosine similarity=0.31
playground recreation 1970, cosine similarity=0.36
playground recreation 1980, cosine similarity=0.32

playground lot 1930, cosine similarity=0.15
playground lot 1940, cosine similarity=-0.05
playground lot 1950, cosine similarity=0.16
playground lot 1960, cosine similarity=0.16
playground lot 1970, cosine similarity=0.10
playground lot 1980, cosine similarity=0.08

playground recess 1930, cosine similarity=0.12
playground recess 1940, cosine similarity=0.12
playground recess 1950, cosine similarity=0.19
playground recess 1960, cosine similarity=0.11
playground recess 1970, cosine similarity=0.15
playground recess 1980, cosine similarity=0.22

playground sandbox 1930, cosine similarity=0.00
playground sandbox 1940, cosine similarity=0.00
playground sandbox 1950, cosine similarity=0.00
playground sandbox 1960, cosine similarity=0.00
playground sandbox 1970, cosine similarity=0.00
playground sandbox 1980, cosine similarity=0.00

playing fun 1930, cosine similarity=0.37
playing fun 1940, cosine similarity=0.33
playing fun 1950, cosine similarity=0.33
playing fun 1960, cosine similarity=0.35
playing fun 1970, cosine similarity=0.29
playing fun 1980, cosine similarity=0.28

playing game 1930, cosine similarity=0.47
playing game 1940, cosine similarity=0.48
playing game 1950, cosine similarity=0.44
playing game 1960, cosine similarity=0.47
playing game 1970, cosine similarity=0.45
playing game 1980, cosine similarity=0.49

playing ball 1930, cosine similarity=0.27
playing ball 1940, cosine similarity=0.22
playing ball 1950, cosine similarity=0.23
playing ball 1960, cosine similarity=0.27
playing ball 1970, cosine similarity=0.22
playing ball 1980, cosine similarity=0.27

playing cards 1930, cosine similarity=0.39
playing cards 1940, cosine similarity=0.36
playing cards 1950, cosine similarity=0.41
playing cards 1960, cosine similarity=0.42
playing cards 1970, cosine similarity=0.39
playing cards 1980, cosine similarity=0.33

playing children 1930, cosine similarity=0.20
playing children 1940, cosine similarity=0.20
playing children 1950, cosine similarity=0.11
playing children 1960, cosine similarity=0.22
playing children 1970, cosine similarity=0.22
playing children 1980, cosine similarity=0.17

playing joking 1930, cosine similarity=0.28
playing joking 1940, cosine similarity=0.28
playing joking 1950, cosine similarity=0.30
playing joking 1960, cosine similarity=0.19
playing joking 1970, cosine similarity=0.23
playing joking 1980, cosine similarity=0.30

playing kids 1930, cosine similarity=0.36
playing kids 1940, cosine similarity=0.30
playing kids 1950, cosine similarity=0.29
playing kids 1960, cosine similarity=0.31
playing kids 1970, cosine similarity=0.34
playing kids 1980, cosine similarity=0.30

playing golf 1930, cosine similarity=0.34
playing golf 1940, cosine similarity=0.37
playing golf 1950, cosine similarity=0.35
playing golf 1960, cosine similarity=0.40
playing golf 1970, cosine similarity=0.30
playing golf 1980, cosine similarity=0.30

playing frolicking 1930, cosine similarity=0.00
playing frolicking 1940, cosine similarity=0.00
playing frolicking 1950, cosine similarity=0.00
playing frolicking 1960, cosine similarity=0.00
playing frolicking 1970, cosine similarity=0.00
playing frolicking 1980, cosine similarity=0.00

playing hard 1930, cosine similarity=0.14
playing hard 1940, cosine similarity=0.12
playing hard 1950, cosine similarity=0.14
playing hard 1960, cosine similarity=0.15
playing hard 1970, cosine similarity=0.07
playing hard 1980, cosine similarity=0.11

playing laughing 1930, cosine similarity=0.25
playing laughing 1940, cosine similarity=0.35
playing laughing 1950, cosine similarity=0.26
playing laughing 1960, cosine similarity=0.30
playing laughing 1970, cosine similarity=0.30
playing laughing 1980, cosine similarity=0.29

playing around 1930, cosine similarity=0.22
playing around 1940, cosine similarity=0.21
playing around 1950, cosine similarity=0.19
playing around 1960, cosine similarity=0.18
playing around 1970, cosine similarity=0.20
playing around 1980, cosine similarity=0.20

playing friend 1930, cosine similarity=0.06
playing friend 1940, cosine similarity=0.10
playing friend 1950, cosine similarity=0.07
playing friend 1960, cosine similarity=0.05
playing friend 1970, cosine similarity=0.09
playing friend 1980, cosine similarity=0.08

playing joy 1930, cosine similarity=0.17
playing joy 1940, cosine similarity=0.16
playing joy 1950, cosine similarity=0.04
playing joy 1960, cosine similarity=0.13
playing joy 1970, cosine similarity=0.09
playing joy 1980, cosine similarity=0.09

playing rough 1930, cosine similarity=0.05
playing rough 1940, cosine similarity=0.07
playing rough 1950, cosine similarity=0.11
playing rough 1960, cosine similarity=0.09
playing rough 1970, cosine similarity=0.06
playing rough 1980, cosine similarity=0.13

playing running 1930, cosine similarity=0.26
playing running 1940, cosine similarity=0.26
playing running 1950, cosine similarity=0.23
playing running 1960, cosine similarity=0.22
playing running 1970, cosine similarity=0.24
playing running 1980, cosine similarity=0.24

playing sleeping 1930, cosine similarity=0.28
playing sleeping 1940, cosine similarity=0.28
playing sleeping 1950, cosine similarity=0.26
playing sleeping 1960, cosine similarity=0.27
playing sleeping 1970, cosine similarity=0.30
playing sleeping 1980, cosine similarity=0.27

playing sports 1930, cosine similarity=0.29
playing sports 1940, cosine similarity=0.36
playing sports 1950, cosine similarity=0.31
playing sports 1960, cosine similarity=0.29
playing sports 1970, cosine similarity=0.27
playing sports 1980, cosine similarity=0.23

playing working 1930, cosine similarity=0.13
playing working 1940, cosine similarity=0.14
playing working 1950, cosine similarity=0.14
playing working 1960, cosine similarity=0.14
playing working 1970, cosine similarity=0.21
playing working 1980, cosine similarity=0.14

plaything toy 1930, cosine similarity=0.30
plaything toy 1940, cosine similarity=0.20
plaything toy 1950, cosine similarity=0.28
plaything toy 1960, cosine similarity=0.21
plaything toy 1970, cosine similarity=0.24
plaything toy 1980, cosine similarity=0.20

plaything ball 1930, cosine similarity=0.11
plaything ball 1940, cosine similarity=0.11
plaything ball 1950, cosine similarity=0.02
plaything ball 1960, cosine similarity=0.10
plaything ball 1970, cosine similarity=0.05
plaything ball 1980, cosine similarity=0.04

plaything fun 1930, cosine similarity=0.03
plaything fun 1940, cosine similarity=0.01
plaything fun 1950, cosine similarity=0.06
plaything fun 1960, cosine similarity=0.07
plaything fun 1970, cosine similarity=0.02
plaything fun 1980, cosine similarity=0.12

plaything girl 1930, cosine similarity=0.12
plaything girl 1940, cosine similarity=0.13
plaything girl 1950, cosine similarity=0.20
plaything girl 1960, cosine similarity=0.11
plaything girl 1970, cosine similarity=0.11
plaything girl 1980, cosine similarity=0.02

plaything boyfriend 1930, cosine similarity=0.00
plaything boyfriend 1940, cosine similarity=0.00
plaything boyfriend 1950, cosine similarity=0.00
plaything boyfriend 1960, cosine similarity=0.00
plaything boyfriend 1970, cosine similarity=0.06
plaything boyfriend 1980, cosine similarity=0.04

plaything child 1930, cosine similarity=0.13
plaything child 1940, cosine similarity=0.14
plaything child 1950, cosine similarity=0.06
plaything child 1960, cosine similarity=-0.05
plaything child 1970, cosine similarity=0.10
plaything child 1980, cosine similarity=-0.02

plaything dog 1930, cosine similarity=0.08
plaything dog 1940, cosine similarity=0.08
plaything dog 1950, cosine similarity=0.10
plaything dog 1960, cosine similarity=-0.02
plaything dog 1970, cosine similarity=0.08
plaything dog 1980, cosine similarity=0.11

plaything doll 1930, cosine similarity=0.16
plaything doll 1940, cosine similarity=0.14
